LAT,LON,YEAR,MO,DY,PRECTOT,QV2M,PS,TS,KT,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_LW_DWN
28.75,77.25,2001,9,19,0,0.008862,97.88,29.59,0.57,5.26,8.92
28.25,77.25,2001,9,20,0,0.00899,98.04,30.67,0.67,6.18,8.68
28.75,77.25,2001,9,20,0,0.009178,97.99,29.73,0.67,6.18,8.68
28.25,77.25,2001,9,21,0,0.009389,98.25,31.04,0.66,6.03,8.94
28.75,77.25,2001,9,21,0,0.00964,98.2,30.11,0.66,6.03,8.94
28.25,77.25,2001,9,22,0,0.009557,98.2,31.42,0.65,5.97,9.03
28.75,77.25,2001,9,22,0,0.00967,98.15,30.39,0.65,5.97,9.03
28.25,77.25,2001,9,23,0,0.009043,98.16,31.57,0.6,5.43,9.4
28.75,77.25,2001,9,23,0,0.00911,98.12,30.4,0.6,5.43,9.4
28.25,77.25,2001,9,24,0,0.008563,98.13,31.16,0.62,5.56,8.87
28.75,77.25,2001,9,24,0,0.008889,98.09,30.15,0.62,5.56,8.87
28.25,77.25,2001,9,25,0,0.008069,98.08,31.08,0.63,5.7,9.23
28.75,77.25,2001,9,25,0,0.008855,98.04,30.38,0.63,5.7,9.23
28.25,77.25,2001,9,26,0,0.008516,98.07,30.66,0.63,5.67,9.15
28.75,77.25,2001,9,26,0,0.0089,98.03,29.96,0.63,5.67,9.15
28.25,77.25,2001,9,27,0,0.007095,98.06,29.58,0.65,5.76,8.7
28.75,77.25,2001,9,27,0,0.00739,98,28.79,0.65,5.76,8.7
28.25,77.25,2001,9,28,0,0.007732,98.02,29.96,0.66,5.8,8.55
28.75,77.25,2001,9,28,0,0.008398,97.98,29.37,0.66,5.8,8.55
28.25,77.25,2001,9,29,0.62,0.010344,98.05,30.67,0.65,5.74,9.34
28.75,77.25,2001,9,29,1.3,0.011212,98.02,30.29,0.65,5.74,9.34
28.25,77.25,2001,9,30,0.43,0.014825,98.09,32.25,0.58,5.09,9.85
28.75,77.25,2001,9,30,0.59,0.014967,98.07,31.76,0.58,5.09,9.85
28.25,77.25,2001,10,1,1.78,0.015218,98.13,32.12,0.52,4.5,10.16
28.75,77.25,2001,10,1,1.89,0.015433,98.12,31.3,0.52,4.5,10.16
28.25,77.25,2001,10,2,0.17,0.014982,98.14,31.29,0.38,3.26,9.86
28.75,77.25,2001,10,2,0.18,0.0145,98.11,31.22,0.38,3.26,9.86
28.25,77.25,2001,10,3,0.95,0.014942,98.08,31.46,0.45,3.87,9.78
28.75,77.25,2001,10,3,0.39,0.014584,98.05,31.55,0.45,3.87,9.78
28.25,77.25,2001,10,4,1.6,0.015858,98.09,31.69,0.5,4.24,9.79
28.75,77.25,2001,10,4,1.41,0.015395,98.05,31.55,0.5,4.24,9.79
28.25,77.25,2001,10,5,0.05,0.013028,98.02,32.01,0.6,5.06,9.16
28.75,77.25,2001,10,5,0.04,0.012702,97.97,31.1,0.6,5.06,9.16
28.25,77.25,2001,10,6,0,0.008782,98.17,29.49,0.58,4.93,8.74
28.75,77.25,2001,10,6,0,0.008839,98.13,28.67,0.58,4.93,8.74
28.25,77.25,2001,10,7,0,0.007426,98.34,29.3,0.61,5.14,8.74
28.75,77.25,2001,10,7,0,0.007521,98.3,28.34,0.61,5.14,8.74
28.25,77.25,2001,10,8,0,0.00686,98.39,28.76,0.62,5.21,8.34
28.75,77.25,2001,10,8,0,0.007097,98.34,27.77,0.62,5.21,8.34
28.25,77.25,2001,10,9,0,0.00577,98.29,28.09,0.64,5.27,8.38
28.75,77.25,2001,10,9,0,0.006311,98.24,27.64,0.64,5.27,8.38
28.25,77.25,2001,10,10,0,0.005536,98.2,28.15,0.64,5.28,8.15
28.75,77.25,2001,10,10,0,0.006148,98.15,27.41,0.64,5.28,8.15
28.25,77.25,2001,10,11,0.14,0.006899,98.28,28.98,0.58,4.75,9.37
28.75,77.25,2001,10,11,0.02,0.007109,98.24,27.83,0.58,4.75,9.37
28.25,77.25,2001,10,12,2.55,0.009281,98.35,29.76,0.38,3.09,9.4
28.75,77.25,2001,10,12,1.02,0.008158,98.32,28.7,0.38,3.09,9.4
28.25,77.25,2001,10,13,0,0.008959,98.39,28.98,0.68,5.49,8.49
28.75,77.25,2001,10,13,0.01,0.007934,98.34,28.13,0.68,5.49,8.49
28.25,77.25,2001,10,14,0,0.00546,98.36,26.22,0.6,4.84,8.04
28.75,77.25,2001,10,14,0,0.005906,98.31,25.53,0.6,4.84,8.04
28.25,77.25,2001,10,15,0,0.003903,98.51,24.75,0.59,4.7,7.57
28.75,77.25,2001,10,15,0,0.004566,98.46,24.12,0.59,4.7,7.57
28.25,77.25,2001,10,16,0,0.0047,98.59,24.56,0.59,4.66,8
28.75,77.25,2001,10,16,0,0.005553,98.54,24.28,0.59,4.66,8
28.25,77.25,2001,10,17,0,0.004847,98.49,25.25,0.66,5.2,7.56
28.75,77.25,2001,10,17,0,0.00529,98.43,24.62,0.66,5.2,7.56
28.25,77.25,2001,10,18,0,0.00342,98.43,24.53,0.62,4.81,7.35
28.75,77.25,2001,10,18,0,0.004048,98.37,23.75,0.62,4.81,7.35
28.25,77.25,2001,10,19,0,0.003126,98.63,25.46,0.64,4.99,7.63
28.75,77.25,2001,10,19,0,0.003759,98.58,24.43,0.64,4.99,7.63
28.25,77.25,2001,10,20,0,0.003824,98.7,25.22,0.6,4.67,7.76
28.75,77.25,2001,10,20,0,0.004497,98.66,24.33,0.6,4.67,7.76
28.25,77.25,2001,10,21,0,0.004042,98.64,25.77,0.57,4.4,8.18
28.75,77.25,2001,10,21,0,0.004605,98.6,24.81,0.57,4.4,8.18
28.25,77.25,2001,10,22,0,0.004857,98.72,25.84,0.64,4.88,8.19
28.75,77.25,2001,10,22,0,0.005406,98.68,24.91,0.64,4.88,8.19
28.25,77.25,2001,10,23,0,0.004742,98.75,25.64,0.62,4.71,8.09
28.75,77.25,2001,10,23,0,0.005238,98.7,24.67,0.62,4.71,8.09
28.25,77.25,2001,10,24,0,0.004212,98.53,25.31,0.61,4.58,7.85
28.75,77.25,2001,10,24,0,0.004631,98.47,24.6,0.61,4.58,7.85
28.25,77.25,2001,10,25,0,0.003756,98.26,26.6,0.64,4.75,7.76
28.75,77.25,2001,10,25,0,0.004175,98.22,25.35,0.64,4.75,7.76
28.25,77.25,2001,10,26,0,0.004478,98.28,26.6,0.64,4.71,8.02
28.75,77.25,2001,10,26,0,0.005042,98.24,25.55,0.64,4.71,8.02
28.25,77.25,2001,10,27,0,0.005398,98.54,25.95,0.65,4.8,8.54
28.75,77.25,2001,10,27,0,0.005636,98.5,25.28,0.65,4.8,8.54
28.25,77.25,2001,10,28,0,0.006545,98.66,25.67,0.65,4.78,8.48
28.75,77.25,2001,10,28,0,0.006827,98.63,25.06,0.65,4.78,8.48
28.25,77.25,2001,10,29,0,0.006504,98.6,26.11,0.67,4.88,8.17
28.75,77.25,2001,10,29,0,0.006813,98.56,25.5,0.67,4.88,8.17
28.25,77.25,2001,10,30,0,0.006173,98.55,26.54,0.68,4.89,8.08
28.75,77.25,2001,10,30,0,0.00668,98.51,25.65,0.68,4.89,8.08
28.25,77.25,2001,10,31,0,0.005499,98.55,26.29,0.67,4.79,8.03
28.75,77.25,2001,10,31,0,0.005811,98.5,25.34,0.67,4.79,8.03
28.25,77.25,2001,11,1,0,0.004498,98.61,26.24,0.76,5.42,8.17
28.75,77.25,2001,11,1,0,0.004909,98.56,25.38,0.76,5.42,8.17
28.25,77.25,2001,11,2,0,0.004383,98.66,26.73,0.75,5.29,8.26
28.75,77.25,2001,11,2,0,0.004772,98.61,25.93,0.75,5.29,8.26
28.25,77.25,2001,11,3,0,0.004122,98.51,26.89,0.76,5.34,8.18
28.75,77.25,2001,11,3,0,0.00454,98.47,26.11,0.76,5.34,8.18
28.25,77.25,2001,11,4,0.02,0.004125,98.56,25.47,0.67,4.67,8.25
28.75,77.25,2001,11,4,0.06,0.004572,98.5,25.13,0.67,4.67,8.25
28.25,77.25,2001,11,5,0,0.002876,98.76,23.5,0.73,5.05,8.34
28.75,77.25,2001,11,5,0,0.003139,98.72,22.94,0.73,5.05,8.34
28.25,77.25,2001,11,6,0.03,0.004775,98.8,24.68,0.6,4.16,8.66
28.75,77.25,2001,11,6,0.05,0.004816,98.77,24.31,0.6,4.16,8.66
28.25,77.25,2001,11,7,0,0.006815,98.83,25.86,0.71,4.84,7.95
28.75,77.25,2001,11,7,0,0.006554,98.8,25.79,0.71,4.84,7.95
28.25,77.25,2001,11,8,0,0.004778,98.89,23.45,0.73,4.98,7.58
28.75,77.25,2001,11,8,0,0.00478,98.84,22.93,0.73,4.98,7.58
28.25,77.25,2001,11,9,0,0.003122,98.9,22.02,0.76,5.1,7.3
28.75,77.25,2001,11,9,0,0.003211,98.84,21.7,0.76,5.1,7.3
28.25,77.25,2001,11,10,0,0.002499,98.86,21.16,0.75,5.03,7.3
28.75,77.25,2001,11,10,0.01,0.002653,98.8,20.78,0.75,5.03,7.3
28.25,77.25,2001,11,11,0,0.002624,98.84,20.53,0.65,4.35,7.48
28.75,77.25,2001,11,11,0,0.002867,98.79,20.31,0.65,4.35,7.48
28.25,77.25,2001,11,12,0,0.002783,98.88,20.7,0.67,4.41,7.15
28.75,77.25,2001,11,12,0,0.002818,98.82,20.44,0.67,4.41,7.15
28.25,77.25,2001,11,13,0,0.002537,98.93,20.67,0.67,4.42,7.13
28.75,77.25,2001,11,13,0,0.002574,98.87,20.22,0.67,4.42,7.13
28.25,77.25,2001,11,14,0,0.002614,98.96,20.81,0.66,4.31,7.22
28.75,77.25,2001,11,14,0,0.002807,98.91,20.38,0.66,4.31,7.22
28.25,77.25,2001,11,15,0,0.00298,98.94,20.57,0.57,3.72,7.64
28.75,77.25,2001,11,15,0,0.003194,98.9,20.26,0.57,3.72,7.64
28.25,77.25,2001,11,16,0,0.003314,98.94,20.64,0.66,4.24,7.62
28.75,77.25,2001,11,16,0,0.003627,98.91,20.36,0.66,4.24,7.62
28.25,77.25,2001,11,17,0,0.003682,99,20.45,0.61,3.93,7.85
28.75,77.25,2001,11,17,0,0.003854,98.95,20.37,0.61,3.93,7.85
28.25,77.25,2001,11,18,0,0.003228,99.06,20.34,0.68,4.37,7.59
28.75,77.25,2001,11,18,0,0.003182,98.99,19.91,0.68,4.37,7.59
28.25,77.25,2001,11,19,0,0.002847,99.11,19.84,0.67,4.27,7.3
28.75,77.25,2001,11,19,0,0.002903,99.06,19.31,0.67,4.27,7.3
28.25,77.25,2001,11,20,0,0.002947,99.22,18.97,0.69,4.37,7.14
28.75,77.25,2001,11,20,0,0.00317,99.17,18.67,0.69,4.37,7.14
28.25,77.25,2001,11,21,0,0.00324,99.18,18.82,0.68,4.29,7.32
28.75,77.25,2001,11,21,0,0.003368,99.13,18.68,0.68,4.29,7.32
28.25,77.25,2001,11,22,0,0.002882,99.08,19.14,0.67,4.17,7.46
28.75,77.25,2001,11,22,0,0.003097,99.03,18.81,0.67,4.17,7.46
28.25,77.25,2001,11,23,0,0.00272,99,19.04,0.67,4.14,7.21
28.75,77.25,2001,11,23,0,0.002738,98.93,18.64,0.67,4.14,7.21
28.25,77.25,2001,11,24,0,0.00261,99.09,18.43,0.67,4.14,7.16
28.75,77.25,2001,11,24,0,0.002634,99.03,17.9,0.67,4.14,7.16
28.25,77.25,2001,11,25,0,0.0028,99.13,18.17,0.67,4.12,7.13
28.75,77.25,2001,11,25,0,0.003001,99.09,17.83,0.67,4.12,7.13
28.25,77.25,2001,11,26,0,0.002787,99.02,17.58,0.64,3.93,7.82
28.75,77.25,2001,11,26,0,0.002838,98.96,17.28,0.64,3.93,7.82
28.25,77.25,2001,11,27,0,0.002787,99.1,17.34,0.59,3.58,7.57
28.75,77.25,2001,11,27,0,0.002924,99.05,17.06,0.59,3.58,7.57
28.25,77.25,2001,11,28,0,0.002999,98.94,16.77,0.69,4.2,7.21
28.75,77.25,2001,11,28,0,0.003108,98.88,16.56,0.69,4.2,7.21
28.25,77.25,2001,11,29,0,0.002886,99.06,16.87,0.64,3.87,7.53
28.75,77.25,2001,11,29,0,0.002882,99,16.48,0.64,3.87,7.53
28.25,77.25,2001,11,30,0,0.002759,99.13,17.91,0.64,3.84,8.2
28.75,77.25,2001,11,30,0,0.002711,99.06,17.68,0.64,3.84,8.2
28.25,77.25,2001,12,1,0,0.002526,99.01,18.03,0.75,4.49,7.11
28.75,77.25,2001,12,1,0,0.002537,98.94,17.75,0.75,4.49,7.11
28.25,77.25,2001,12,2,0,0.002455,98.89,18.02,0.75,4.46,6.93
28.75,77.25,2001,12,2,0,0.002457,98.82,17.82,0.75,4.46,6.93
28.25,77.25,2001,12,3,0,0.002492,98.87,18.46,0.74,4.4,7.09
28.75,77.25,2001,12,3,0,0.002569,98.8,18.4,0.74,4.4,7.09
28.25,77.25,2001,12,4,0,0.002712,98.83,18.47,0.75,4.42,7.17
28.75,77.25,2001,12,4,0,0.00276,98.77,18.39,0.75,4.42,7.17
28.25,77.25,2001,12,5,0,0.002834,98.8,18.7,0.74,4.33,7.27
28.75,77.25,2001,12,5,0,0.002876,98.74,18.55,0.74,4.33,7.27
28.25,77.25,2001,12,6,0,0.002808,98.93,17.88,0.76,4.46,6.66
28.75,77.25,2001,12,6,0,0.002809,98.86,17.44,0.76,4.46,6.66
28.25,77.25,2001,12,7,0,0.003164,98.83,18.89,0.74,4.3,7.14
28.75,77.25,2001,12,7,0,0.003081,98.77,18.58,0.74,4.3,7.14
28.25,77.25,2001,12,8,0,0.003353,98.85,18.83,0.74,4.32,7.37
28.75,77.25,2001,12,8,0,0.00322,98.79,18.41,0.74,4.32,7.37
28.25,77.25,2001,12,9,0,0.00288,98.92,18.62,0.75,4.34,6.68
28.75,77.25,2001,12,9,0,0.002688,98.86,17.85,0.75,4.34,6.68
28.25,77.25,2001,12,10,0,0.002743,99.02,16.92,0.71,4.11,7.33
28.75,77.25,2001,12,10,0,0.002733,98.99,16.2,0.71,4.11,7.33
28.25,77.25,2001,12,11,0.01,0.003855,99.09,16.44,0.58,3.36,7.81
28.75,77.25,2001,12,11,0.03,0.003775,99.06,16.04,0.58,3.36,7.81
28.25,77.25,2001,12,12,0,0.003604,99.23,17.71,0.67,3.88,7.13
28.75,77.25,2001,12,12,0,0.003507,99.19,17.39,0.67,3.88,7.13
28.25,77.25,2001,12,13,0,0.002609,99.32,16.53,0.68,3.89,7.67
28.75,77.25,2001,12,13,0,0.002629,99.25,16.54,0.68,3.89,7.67
28.25,77.25,2001,12,14,0,0.002265,99.36,15.34,0.57,3.27,8.21
28.75,77.25,2001,12,14,0,0.002177,99.3,15.41,0.57,3.27,8.21
28.25,77.25,2001,12,15,0.28,0.002749,99.35,16.18,0.5,2.88,8.04
28.75,77.25,2001,12,15,0.97,0.003118,99.32,16.46,0.5,2.88,8.04
28.25,77.25,2001,12,16,0.12,0.003704,99.32,15.74,0.58,3.33,7.4
28.75,77.25,2001,12,16,0.06,0.004227,99.28,16.13,0.58,3.33,7.4
28.25,77.25,2001,12,17,0,0.004351,99.38,16.03,0.72,4.11,6.95
28.75,77.25,2001,12,17,0,0.004561,99.32,16.19,0.72,4.11,6.95
28.25,77.25,2001,12,18,0,0.004384,99.41,16.95,0.71,4.07,7.08
28.75,77.25,2001,12,18,0,0.004526,99.36,16.92,0.71,4.07,7.08
28.25,77.25,2001,12,19,0.29,0.004464,99.56,15.95,0.71,4.06,6.78
28.75,77.25,2001,12,19,0.74,0.00474,99.51,16.33,0.71,4.06,6.78
28.25,77.25,2001,12,20,0.02,0.003997,99.57,15.01,0.72,4.15,6.64
28.75,77.25,2001,12,20,0.02,0.004106,99.5,15.11,0.72,4.15,6.64
28.25,77.25,2001,12,21,0,0.002871,99.62,13.73,0.75,4.31,6.39
28.75,77.25,2001,12,21,0,0.002893,99.55,13.51,0.75,4.31,6.39
28.25,77.25,2001,12,22,0,0.002713,99.62,13.31,0.74,4.26,6.38
28.75,77.25,2001,12,22,0,0.002746,99.56,13.04,0.74,4.26,6.38
28.25,77.25,2001,12,23,0,0.002562,99.47,13.02,0.72,4.12,6.69
28.75,77.25,2001,12,23,0,0.002564,99.42,13.02,0.72,4.12,6.69
28.25,77.25,2001,12,24,0,0.002451,99.38,12.35,0.71,4.06,6.51
28.75,77.25,2001,12,24,0,0.002538,99.32,12.67,0.71,4.06,6.51
28.25,77.25,2001,12,25,0,0.002377,99.27,13.6,0.69,3.96,7.22
28.75,77.25,2001,12,25,0,0.002609,99.22,13.33,0.69,3.96,7.22
28.25,77.25,2001,12,26,0,0.002662,99.37,13.24,0.71,4.06,7.1
28.75,77.25,2001,12,26,0,0.002633,99.33,12.9,0.71,4.06,7.1
28.25,77.25,2001,12,27,0,0.003035,99.61,12.7,0.69,3.98,6.72
28.75,77.25,2001,12,27,0,0.003079,99.57,12.41,0.69,3.98,6.72
28.25,77.25,2001,12,28,0,0.003037,99.68,12.12,0.56,3.24,6.69
28.75,77.25,2001,12,28,0,0.003179,99.63,11.44,0.56,3.24,6.69
28.25,77.25,2001,12,29,0,0.003236,99.54,11.14,0.42,2.45,6.83
28.75,77.25,2001,12,29,0,0.003242,99.49,11.47,0.42,2.45,6.83
28.25,77.25,2001,12,30,0,0.002839,99.49,11.51,0.44,2.55,7.06
28.75,77.25,2001,12,30,0,0.002773,99.43,11.39,0.44,2.55,7.06
28.25,77.25,2001,12,31,0,0.002776,99.45,11.02,0.59,3.4,6.73
28.75,77.25,2001,12,31,0,0.002906,99.39,10.9,0.59,3.4,6.73
28.25,77.25,2002,1,1,0,0.002701,99.53,11.72,0.54,3.11,6.95
28.75,77.25,2002,1,1,0,0.002814,99.48,11.45,0.54,3.11,6.95
28.25,77.25,2002,1,2,0,0.00259,99.61,12,0.53,3.1,6.78
28.75,77.25,2002,1,2,0,0.002593,99.56,11.94,0.53,3.1,6.78
28.25,77.25,2002,1,3,0,0.002699,99.54,12.51,0.74,4.31,6.43
28.75,77.25,2002,1,3,0,0.002704,99.49,12.32,0.74,4.31,6.43
28.25,77.25,2002,1,4,0,0.002498,99.48,12.1,0.7,4.11,6.55
28.75,77.25,2002,1,4,0,0.00244,99.43,11.95,0.7,4.11,6.55
28.25,77.25,2002,1,5,0,0.002567,99.39,11.33,0.65,3.84,6.89
28.75,77.25,2002,1,5,0,0.002537,99.34,11.69,0.65,3.84,6.89
28.25,77.25,2002,1,6,0,0.002669,99.36,11.71,0.64,3.75,6.94
28.75,77.25,2002,1,6,0,0.002607,99.31,11.91,0.64,3.75,6.94
28.25,77.25,2002,1,7,0,0.002873,99.43,12.09,0.7,4.15,6.68
28.75,77.25,2002,1,7,0,0.002886,99.38,13.1,0.7,4.15,6.68
28.25,77.25,2002,1,8,0,0.002957,99.48,12.9,0.74,4.38,6.56
28.75,77.25,2002,1,8,0,0.002986,99.42,13.27,0.74,4.38,6.56
28.25,77.25,2002,1,9,0,0.002826,99.5,12.4,0.69,4.1,6.7
28.75,77.25,2002,1,9,0,0.002783,99.44,12.52,0.69,4.1,6.7
28.25,77.25,2002,1,10,0,0.00262,99.46,11.76,0.56,3.37,7.21
28.75,77.25,2002,1,10,0,0.002514,99.4,10.98,0.56,3.37,7.21
28.25,77.25,2002,1,11,0,0.002341,99.15,13.96,0.75,4.5,6.8
28.75,77.25,2002,1,11,0,0.002363,99.06,13.76,0.75,4.5,6.8
28.25,77.25,2002,1,12,0,0.003205,98.94,16.03,0.7,4.21,7.26
28.75,77.25,2002,1,12,0,0.003259,98.86,15.6,0.7,4.21,7.26
28.25,77.25,2002,1,13,0,0.003466,98.78,15.86,0.69,4.17,7.96
28.75,77.25,2002,1,13,0,0.003369,98.74,15.54,0.69,4.17,7.96
28.25,77.25,2002,1,14,0.16,0.00362,98.57,15.4,0.51,3.1,8.67
28.75,77.25,2002,1,14,0.4,0.003647,98.54,15.16,0.51,3.1,8.67
28.25,77.25,2002,1,15,11.94,0.006371,98.54,13.46,0.07,0.41,8.37
28.75,77.25,2002,1,15,13.14,0.006687,98.51,13.28,0.07,0.41,8.37
28.25,77.25,2002,1,16,0.3,0.00754,98.78,14.22,0.19,1.18,8.08
28.75,77.25,2002,1,16,0.02,0.007401,98.75,13.78,0.19,1.18,8.08
28.25,77.25,2002,1,17,5.1,0.007276,98.7,15.13,0.44,2.75,8.18
28.75,77.25,2002,1,17,3.03,0.006888,98.67,14.74,0.44,2.75,8.18
28.25,77.25,2002,1,18,3,0.006978,98.64,14.23,0.53,3.29,7.37
28.75,77.25,2002,1,18,2.56,0.006645,98.59,13.92,0.53,3.29,7.37
28.25,77.25,2002,1,19,0.03,0.005431,98.92,13.87,0.71,4.43,6.39
28.75,77.25,2002,1,19,0.13,0.00592,98.87,14.19,0.71,4.43,6.39
28.25,77.25,2002,1,20,0.17,0.00367,99.14,12.1,0.75,4.74,6.09
28.75,77.25,2002,1,20,0.1,0.003935,99.08,12.19,0.75,4.74,6.09
28.25,77.25,2002,1,21,0.04,0.003137,99.07,11.25,0.74,4.71,6.49
28.75,77.25,2002,1,21,0.14,0.003161,99.01,11.31,0.74,4.71,6.49
28.25,77.25,2002,1,22,0,0.003376,98.97,11.01,0.7,4.47,6.61
28.75,77.25,2002,1,22,0,0.003728,98.91,11.32,0.7,4.47,6.61
28.25,77.25,2002,1,23,0,0.003725,98.98,11.51,0.74,4.72,6.39
28.75,77.25,2002,1,23,0,0.00376,98.91,11.68,0.74,4.72,6.39
28.25,77.25,2002,1,24,0,0.003128,98.84,12.49,0.74,4.78,6.45
28.75,77.25,2002,1,24,0,0.002949,98.77,12.21,0.74,4.78,6.45
28.25,77.25,2002,1,25,0,0.003986,98.71,14.13,0.52,3.35,8.14
28.75,77.25,2002,1,25,0,0.003801,98.66,13.72,0.52,3.35,8.14
28.25,77.25,2002,1,26,1.04,0.00524,98.63,15.55,0.6,3.9,7.66
28.75,77.25,2002,1,26,1.26,0.005213,98.61,15.35,0.6,3.9,7.66
28.25,77.25,2002,1,27,0.65,0.005739,98.75,13.03,0.49,3.21,7.28
28.75,77.25,2002,1,27,1.81,0.006049,98.72,12.72,0.49,3.21,7.28
28.25,77.25,2002,1,28,0.12,0.004766,99.16,11.94,0.74,4.93,6.53
28.75,77.25,2002,1,28,0.03,0.004718,99.11,11.81,0.74,4.93,6.53
28.25,77.25,2002,1,29,0,0.003207,99.4,11.66,0.73,4.85,6.68
28.75,77.25,2002,1,29,0,0.003292,99.34,11.94,0.73,4.85,6.68
28.25,77.25,2002,1,30,0,0.003196,99.42,12.33,0.73,4.91,6.61
28.75,77.25,2002,1,30,0,0.003133,99.36,12.4,0.73,4.91,6.61
28.25,77.25,2002,1,31,0,0.002601,99.43,12.1,0.75,5.06,6.46
28.75,77.25,2002,1,31,0,0.002606,99.37,11.96,0.75,5.06,6.46
28.25,77.25,2002,2,1,0,0.002467,99.41,13.12,0.74,5.06,6.4
28.75,77.25,2002,2,1,0,0.002517,99.35,12.94,0.74,5.06,6.4
28.25,77.25,2002,2,2,0,0.002747,99.29,13.95,0.74,5.07,6.49
28.75,77.25,2002,2,2,0,0.002687,99.22,13.69,0.74,5.07,6.49
28.25,77.25,2002,2,3,0,0.00263,99.18,13.23,0.74,5.1,6.51
28.75,77.25,2002,2,3,0,0.002688,99.1,13.13,0.74,5.1,6.51
28.25,77.25,2002,2,4,0,0.002175,99.07,12.5,0.74,5.12,6.48
28.75,77.25,2002,2,4,0,0.002156,99,12.13,0.74,5.12,6.48
28.25,77.25,2002,2,5,0.08,0.002734,98.9,13.96,0.54,3.78,7.53
28.75,77.25,2002,2,5,0.07,0.002688,98.86,13.36,0.54,3.78,7.53
28.25,77.25,2002,2,6,0.14,0.003725,98.68,15.23,0.7,4.93,7.08
28.75,77.25,2002,2,6,0.12,0.003816,98.64,14.91,0.7,4.93,7.08
28.25,77.25,2002,2,7,0.3,0.003355,98.63,14.38,0.7,4.95,7.27
28.75,77.25,2002,2,7,0.73,0.003756,98.59,13.88,0.7,4.95,7.27
28.25,77.25,2002,2,8,1.68,0.003385,98.88,13.79,0.5,3.55,7.57
28.75,77.25,2002,2,8,4.29,0.004205,98.84,13.04,0.5,3.55,7.57
28.25,77.25,2002,2,9,0.1,0.001712,99.38,11.08,0.74,5.28,6.35
28.75,77.25,2002,2,9,0.36,0.002118,99.33,10.48,0.74,5.28,6.35
28.25,77.25,2002,2,10,0.07,0.002088,99.24,12.56,0.71,5.12,7.4
28.75,77.25,2002,2,10,0.02,0.002166,99.18,12,0.71,5.12,7.4
28.25,77.25,2002,2,11,20.51,0.006968,99.01,9.86,0.07,0.48,8.13
28.75,77.25,2002,2,11,22.72,0.00679,98.96,9.88,0.07,0.48,8.13
28.25,77.25,2002,2,12,0,0.006371,99.41,13.04,0.58,4.22,7.26
28.75,77.25,2002,2,12,0.05,0.00666,99.37,13.13,0.58,4.22,7.26
28.25,77.25,2002,2,13,0.02,0.005564,99.46,14.5,0.67,4.94,7.03
28.75,77.25,2002,2,13,0.04,0.005501,99.4,14.61,0.67,4.94,7.03
28.25,77.25,2002,2,14,0,0.004029,99.36,14.66,0.75,5.58,6.68
28.75,77.25,2002,2,14,0,0.003892,99.28,14.33,0.75,5.58,6.68
28.25,77.25,2002,2,15,0,0.003922,99.22,15.68,0.73,5.47,7.28
28.75,77.25,2002,2,15,0,0.003882,99.15,15.26,0.73,5.47,7.28
28.25,77.25,2002,2,16,0,0.003973,99.01,17.25,0.73,5.48,8.1
28.75,77.25,2002,2,16,0,0.003951,98.96,16.8,0.73,5.48,8.1
28.25,77.25,2002,2,17,0,0.004669,99.09,18.28,0.59,4.51,8.26
28.75,77.25,2002,2,17,0,0.004699,99.05,17.56,0.59,4.51,8.26
28.25,77.25,2002,2,18,0,0.005042,99.33,19.76,0.72,5.49,7.53
28.75,77.25,2002,2,18,0,0.004911,99.3,19.32,0.72,5.49,7.53
28.25,77.25,2002,2,19,0.27,0.005206,99.34,19.32,0.72,5.58,7.67
28.75,77.25,2002,2,19,0.09,0.004962,99.28,19.26,0.72,5.58,7.67
28.25,77.25,2002,2,20,0,0.00477,99.14,19.54,0.58,4.52,7.7
28.75,77.25,2002,2,20,0,0.004511,99.1,19.1,0.58,4.52,7.7
28.25,77.25,2002,2,21,0,0.004423,99.19,19.58,0.72,5.66,7.88
28.75,77.25,2002,2,21,0,0.004337,99.13,19.16,0.72,5.66,7.88
28.25,77.25,2002,2,22,0.27,0.005767,99.13,20.8,0.66,5.18,8.57
28.75,77.25,2002,2,22,0.74,0.00599,99.09,20.59,0.66,5.18,8.57
28.25,77.25,2002,2,23,0.29,0.007012,99.13,21.37,0.67,5.28,7.95
28.75,77.25,2002,2,23,1.09,0.007418,99.11,21.22,0.67,5.28,7.95
28.25,77.25,2002,2,24,2.11,0.007735,98.96,20.69,0.62,4.98,8.44
28.75,77.25,2002,2,24,2.16,0.007809,98.92,20.59,0.62,4.98,8.44
28.25,77.25,2002,2,25,0.15,0.006836,99.11,19.9,0.74,5.94,7.53
28.75,77.25,2002,2,25,0.24,0.006781,99.07,19.58,0.74,5.94,7.53
28.25,77.25,2002,2,26,0,0.004931,99.2,19.4,0.45,3.67,8.25
28.75,77.25,2002,2,26,0,0.00496,99.15,19.25,0.45,3.67,8.25
28.25,77.25,2002,2,27,0,0.004668,98.9,20.19,0.73,5.91,7.58
28.75,77.25,2002,2,27,0,0.004673,98.85,19.73,0.73,5.91,7.58
28.25,77.25,2002,2,28,0.01,0.00532,98.75,20.56,0.71,5.85,8.17
28.75,77.25,2002,2,28,0.09,0.005329,98.69,19.89,0.71,5.85,8.17
28.25,77.25,2002,3,1,0.23,0.005616,98.59,21.31,0.61,4.99,9.14
28.75,77.25,2002,3,1,0.38,0.005795,98.55,21.16,0.61,4.99,9.14
